age,job,marital,education,housing,loan,contact,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
54,entrepreneur,divorced,university.degree,yes,yes,telephone,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
51,management,divorced,university.degree,no,no,cellular,7,999,1,failure,-2.9,92.469,-33.6,0.979,5076.2,no
45,blue-collar,married,basic.6y,no,yes,cellular,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
56,management,married,university.degree,no,no,telephone,4,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
31,student,single,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
32,blue-collar,divorced,basic.9y,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
45,blue-collar,divorced,basic.4y,yes,no,cellular,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
46,management,divorced,university.degree,unknown,unknown,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
38,technician,married,professional.course,no,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
34,blue-collar,single,university.degree,yes,no,cellular,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
43,admin.,married,high.school,yes,no,telephone,15,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
44,blue-collar,married,basic.4y,no,no,telephone,8,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
32,technician,single,university.degree,no,yes,cellular,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
46,admin.,married,university.degree,yes,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
54,housemaid,married,basic.9y,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
50,admin.,divorced,university.degree,no,yes,cellular,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,blue-collar,single,professional.course,yes,no,cellular,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29,technician,married,university.degree,no,no,cellular,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
57,services,married,high.school,no,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
30,admin.,divorced,high.school,no,no,telephone,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
41,services,married,high.school,yes,yes,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
53,blue-collar,divorced,basic.6y,yes,no,cellular,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
39,admin.,married,university.degree,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
51,blue-collar,married,high.school,yes,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
48,technician,divorced,professional.course,yes,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
35,admin.,married,high.school,no,no,cellular,1,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,no
32,blue-collar,married,basic.9y,no,no,telephone,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
41,unknown,married,basic.6y,no,yes,telephone,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
48,admin.,married,high.school,no,no,cellular,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
38,blue-collar,married,basic.9y,yes,no,cellular,6,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
59,retired,married,high.school,yes,no,cellular,17,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
54,retired,divorced,professional.course,yes,no,cellular,8,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
23,admin.,single,professional.course,no,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,technician,divorced,university.degree,no,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
52,technician,married,university.degree,no,no,telephone,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
56,retired,married,high.school,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
42,blue-collar,divorced,basic.9y,yes,yes,cellular,3,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
48,blue-collar,married,basic.4y,unknown,unknown,cellular,1,999,2,failure,-1.8,92.893,-46.2,1.327,5099.1,no
29,technician,single,professional.course,yes,yes,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
43,blue-collar,married,basic.4y,no,yes,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
31,technician,divorced,professional.course,yes,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
28,admin.,single,university.degree,no,no,cellular,1,3,3,success,-1.1,94.601,-49.5,1.032,4963.6,yes
32,services,single,basic.9y,no,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
35,services,married,high.school,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
33,blue-collar,married,basic.9y,no,yes,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
53,blue-collar,married,basic.4y,no,yes,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
56,admin.,married,university.degree,yes,yes,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
45,services,married,basic.6y,unknown,unknown,telephone,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
39,blue-collar,married,basic.6y,yes,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
44,technician,married,professional.course,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
28,admin.,single,university.degree,yes,no,cellular,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
29,admin.,single,university.degree,no,no,cellular,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
36,admin.,married,university.degree,no,no,cellular,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
45,blue-collar,married,basic.6y,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
45,blue-collar,married,basic.9y,no,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
36,admin.,married,university.degree,yes,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39,admin.,married,basic.4y,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
43,self-employed,single,professional.course,yes,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
56,blue-collar,married,basic.4y,yes,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
56,admin.,divorced,unknown,yes,no,telephone,2,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,yes
49,blue-collar,divorced,unknown,yes,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
42,blue-collar,married,basic.4y,no,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
31,blue-collar,single,high.school,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
39,blue-collar,divorced,basic.9y,yes,no,cellular,7,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
44,technician,single,university.degree,yes,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
38,blue-collar,married,basic.4y,yes,no,cellular,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
34,admin.,single,high.school,yes,no,cellular,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
39,admin.,married,high.school,no,no,telephone,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
30,blue-collar,divorced,basic.6y,no,no,cellular,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
46,admin.,married,basic.9y,yes,no,telephone,1,999,1,failure,-1.1,94.767,-50.8,1.047,4963.6,no
36,admin.,married,university.degree,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
28,technician,single,university.degree,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
48,housemaid,married,basic.4y,yes,yes,cellular,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
30,services,single,high.school,yes,no,cellular,10,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
58,admin.,married,university.degree,no,no,cellular,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
52,blue-collar,divorced,unknown,no,no,cellular,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
46,management,divorced,university.degree,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
45,blue-collar,married,basic.4y,yes,yes,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
27,blue-collar,single,basic.9y,yes,no,telephone,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
33,blue-collar,single,basic.9y,yes,yes,cellular,3,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
54,housemaid,married,high.school,yes,yes,cellular,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,no
35,technician,single,professional.course,yes,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,blue-collar,married,basic.6y,no,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
51,technician,married,basic.9y,no,no,telephone,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
25,services,single,high.school,yes,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,admin.,married,university.degree,no,no,cellular,17,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
24,technician,single,professional.course,no,no,cellular,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,no
39,technician,married,professional.course,unknown,unknown,cellular,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
37,technician,married,professional.course,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
51,blue-collar,married,basic.4y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
45,self-employed,married,high.school,no,no,cellular,1,999,1,failure,-1.8,93.876,-40.0,0.695,5008.7,yes
20,student,single,unknown,yes,no,telephone,4,999,0,nonexistent,-1.8,93.876,-40.0,0.672,5008.7,yes
55,blue-collar,married,basic.9y,yes,yes,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,entrepreneur,single,university.degree,yes,no,cellular,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
39,admin.,married,university.degree,yes,yes,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
42,blue-collar,married,basic.4y,yes,yes,telephone,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
43,management,married,university.degree,no,yes,cellular,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
39,admin.,single,high.school,yes,yes,cellular,2,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,no
60,admin.,married,high.school,yes,yes,cellular,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
33,admin.,married,university.degree,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
44,services,divorced,high.school,no,no,telephone,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,blue-collar,single,basic.4y,no,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
59,retired,married,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
54,technician,married,basic.9y,no,no,cellular,3,7,2,failure,-3.4,92.649,-30.1,0.715,5017.5,yes
35,services,single,high.school,yes,yes,telephone,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
30,services,married,high.school,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
37,technician,single,university.degree,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
41,management,divorced,university.degree,no,no,cellular,5,3,3,success,-1.1,94.199,-37.5,0.879,4963.6,yes
35,technician,married,university.degree,yes,no,cellular,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
39,services,married,unknown,unknown,unknown,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
51,blue-collar,married,basic.9y,no,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
31,admin.,single,basic.9y,yes,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,blue-collar,single,basic.9y,no,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
68,retired,married,university.degree,yes,no,cellular,2,999,1,failure,-1.7,94.215,-40.3,0.889,4991.6,yes
35,admin.,married,high.school,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
49,admin.,unknown,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
48,technician,single,unknown,unknown,unknown,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29,technician,single,high.school,no,no,cellular,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
34,entrepreneur,married,professional.course,yes,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
21,services,single,high.school,no,no,cellular,6,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
56,retired,married,basic.4y,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
26,blue-collar,single,high.school,no,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
54,management,married,basic.4y,no,no,telephone,9,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
31,admin.,married,university.degree,yes,no,telephone,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,services,married,high.school,no,no,cellular,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
39,services,divorced,high.school,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
35,admin.,married,high.school,unknown,unknown,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
27,blue-collar,single,high.school,yes,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
59,blue-collar,married,basic.9y,yes,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
58,admin.,married,high.school,yes,no,cellular,1,999,2,failure,-1.1,94.767,-50.8,1.046,4963.6,no
33,services,married,high.school,no,no,cellular,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
31,admin.,married,university.degree,yes,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
41,entrepreneur,married,university.degree,yes,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
35,admin.,married,university.degree,unknown,unknown,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
22,student,single,high.school,yes,no,cellular,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
39,services,married,high.school,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
38,technician,single,university.degree,yes,no,telephone,1,9,3,failure,-1.1,94.601,-49.5,1.032,4963.6,no
52,entrepreneur,married,university.degree,yes,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
48,entrepreneur,married,basic.4y,no,yes,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
47,admin.,married,university.degree,no,no,cellular,3,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
41,services,married,high.school,no,no,cellular,6,999,0,nonexistent,-1.8,92.843,-50.0,1.778,5099.1,yes
53,admin.,single,high.school,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
53,technician,married,unknown,no,no,cellular,2,999,0,nonexistent,-3.4,92.379,-29.8,0.781,5017.5,no
30,admin.,married,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
28,admin.,single,university.degree,no,no,cellular,1,999,0,nonexistent,-1.8,93.369,-34.8,0.643,5008.7,yes
34,technician,married,professional.course,no,no,cellular,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
29,admin.,married,university.degree,no,no,telephone,1,999,0,nonexistent,-1.7,94.215,-40.3,0.889,4991.6,no
41,housemaid,married,basic.4y,yes,no,telephone,10,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
35,technician,married,professional.course,yes,no,cellular,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
48,blue-collar,married,basic.9y,no,no,telephone,14,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
36,self-employed,married,basic.9y,yes,yes,cellular,7,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
36,technician,single,high.school,no,no,telephone,4,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
58,services,married,basic.4y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
31,admin.,single,university.degree,yes,yes,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
49,services,married,high.school,yes,no,cellular,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36,self-employed,divorced,university.degree,yes,yes,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
58,management,married,basic.9y,yes,no,telephone,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
66,retired,married,high.school,no,no,cellular,1,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,no
43,technician,divorced,high.school,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
26,unknown,single,high.school,no,no,telephone,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
30,admin.,married,university.degree,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
44,admin.,married,university.degree,no,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,admin.,single,university.degree,yes,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
54,management,divorced,university.degree,yes,no,cellular,2,6,1,success,-3.4,92.431,-26.9,0.741,5017.5,yes
80,retired,married,basic.4y,yes,yes,cellular,1,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,no
50,management,single,university.degree,no,no,telephone,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
45,blue-collar,divorced,high.school,no,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,admin.,single,university.degree,no,no,cellular,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
36,management,married,university.degree,no,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
39,admin.,single,university.degree,yes,yes,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
54,services,married,high.school,no,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
48,services,married,high.school,yes,yes,cellular,3,999,0,nonexistent,-2.9,92.963,-40.8,1.286,5076.2,no
29,technician,single,basic.9y,no,no,cellular,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
42,blue-collar,married,basic.9y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
22,blue-collar,single,basic.9y,yes,no,cellular,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
30,technician,single,university.degree,no,yes,cellular,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
47,admin.,single,university.degree,no,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
28,blue-collar,divorced,high.school,no,no,cellular,1,999,2,failure,-1.8,92.893,-46.2,1.266,5099.1,yes
50,admin.,married,high.school,no,yes,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
32,technician,married,university.degree,no,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
40,entrepreneur,married,basic.9y,yes,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
57,blue-collar,divorced,basic.9y,yes,no,telephone,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
44,admin.,married,university.degree,yes,yes,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
52,services,married,high.school,yes,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
49,admin.,married,university.degree,no,no,telephone,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
38,management,married,university.degree,yes,no,telephone,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
53,self-employed,married,professional.course,yes,no,cellular,31,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
39,self-employed,married,university.degree,no,no,cellular,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,admin.,single,high.school,yes,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
45,admin.,married,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
37,technician,divorced,high.school,no,no,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,yes
58,retired,married,basic.4y,no,no,cellular,18,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,admin.,single,university.degree,no,no,cellular,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
39,services,married,high.school,no,no,cellular,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
56,management,married,basic.6y,yes,no,cellular,1,7,2,success,-1.7,94.055,-39.8,0.723,4991.6,yes
38,blue-collar,divorced,university.degree,yes,yes,cellular,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
28,self-employed,single,university.degree,yes,yes,cellular,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
52,blue-collar,single,basic.9y,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
46,blue-collar,single,basic.9y,no,no,cellular,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,blue-collar,married,basic.4y,yes,no,cellular,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
33,services,married,basic.4y,yes,yes,telephone,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
56,blue-collar,married,basic.4y,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
30,blue-collar,married,high.school,yes,yes,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,yes
37,technician,married,professional.course,yes,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
40,admin.,single,high.school,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
38,blue-collar,single,high.school,no,no,cellular,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
44,admin.,single,university.degree,yes,no,telephone,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39,blue-collar,divorced,unknown,no,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
41,blue-collar,single,basic.4y,yes,no,cellular,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
24,technician,married,professional.course,yes,no,cellular,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
31,blue-collar,single,basic.9y,yes,yes,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
31,management,married,university.degree,yes,no,cellular,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
28,services,single,basic.9y,yes,no,cellular,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
26,student,single,basic.9y,yes,no,cellular,2,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,yes
54,admin.,married,high.school,yes,yes,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
33,technician,married,high.school,yes,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
54,housemaid,divorced,unknown,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
34,admin.,married,university.degree,no,no,cellular,2,999,0,nonexistent,-2.9,92.201,-31.4,0.843,5076.2,no
42,technician,divorced,university.degree,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
31,blue-collar,married,basic.9y,yes,no,cellular,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
43,technician,married,professional.course,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
37,housemaid,married,basic.4y,yes,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
47,services,single,unknown,unknown,unknown,cellular,2,999,0,nonexistent,-1.8,93.369,-34.8,0.643,5008.7,no
30,admin.,single,university.degree,yes,no,cellular,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
34,services,married,high.school,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
54,blue-collar,married,basic.9y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
55,technician,married,professional.course,yes,no,cellular,3,999,2,failure,-1.8,93.075,-47.1,1.466,5099.1,no
39,blue-collar,single,basic.4y,no,no,cellular,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
31,management,single,university.degree,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
71,retired,divorced,basic.4y,no,yes,cellular,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,no
26,technician,married,professional.course,yes,no,telephone,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
36,blue-collar,married,basic.9y,no,no,cellular,2,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,no
52,technician,married,high.school,no,no,cellular,1,999,1,failure,-3.0,92.713,-33.0,0.71,5023.5,yes
26,blue-collar,married,basic.9y,yes,no,cellular,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
42,entrepreneur,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
28,admin.,single,high.school,yes,no,cellular,2,999,1,failure,-1.8,93.876,-40.0,0.683,5008.7,no
33,blue-collar,single,basic.6y,no,no,cellular,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
47,blue-collar,married,basic.4y,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
